shipment_id,order_id,courier,delivery_status
c3c76550-0b1c-49f4-8316-f1d0b0e8b793,4a11a87d-ba05-4f45-aa7c-7f8003201a58,DTDC,Delivered
5df4cfd6-23d7-425d-84b0-db9620f50982,d2e306d6-6dd3-4646-9c1b-b2d3fc60b062,Delhivery,LOST_IN_SYSTEM
7a3dcf97-fb81-420d-a1ef-3c5f3e60192d,e5d98099-18f1-4b35-bc3e-c4da3db77ef8,Delhivery,Failed
24a0f9e5-5426-492f-bcb6-6efd643ce630,457ddd9a-443b-434c-93c4-832ce0e3eee6,Ekart,Pending
114d50e9-cb6f-4576-8630-4fb873c23b23,1b7d7429-d9af-4cec-b1b5-d63a2c9ea73e,BlueDart,Pending
d1ffa30f-c3ff-4af6-bab8-9a548185c26c,23d4567c-a108-47f5-a1de-383b4a6b160c,DTDC,Pending
ab8587c6-51d2-4c1e-a6ef-f66398d3b2c2,be53349b-099b-4aa4-95f7-56818c5f21f4,Delhivery,Failed
0249bc46-1030-43ec-b700-a164e9896026,b1d58836-9ef9-4673-9a3c-dd2875336b58,Delhivery,
a6b893da-9b2a-46b3-9bdc-044165db2e1e,04c971c0-c103-474a-ad15-37e227c78e43,DTDC,Delivered
c3554185-0959-4dac-9813-11b47d8dffed,901fbfec-71bd-4cd1-b786-3c9c810c9545,Shadowfax,Delivered
127033a0-3d4b-4ae9-9b2b-16a713a424b8,3eab3c63-c5ce-47b0-b092-ff9bea608ec9,BlueDart,Pending
0fc65346-8c7d-4292-a099-72e0f497c79c,cc8b79aa-4ca8-4f0a-838e-86b316d9c8c2,DTDC,Delivered
f4a9483e-337a-407e-974b-6d8da505dd56,3d00805c-8848-474b-9e55-b2ff81f56ae1,XpressBees,Delivered
8b04076a-bf1e-4f46-8c8d-16d63206b86e,4f9291df-7d50-4171-b6f0-99660b051031,Ekart,In Transit
32254ae7-b405-4a92-8ebf-431b240e7638,707950a4-af4c-4e23-a654-c3a5446c1a15,Delhivery,Delivered
bf7ae2b0-2a4c-4a17-ab0f-04499d100240,dd8b4cc7-2940-4213-8ee1-2bcfbd119b2b,BlueDart,Delivered
586c3960-f844-421c-87dc-e1a07bb69e30,396b51ed-7619-45b3-a2bf-7490cb4282d8,BlueDart,Delivered
11deefce-52cd-4b4e-8f65-5b3ebe5f1deb,eace1655-fff6-4dcd-8acf-776569ac4447,BlueDart,Delivered
236d1c8e-a8c5-4d73-ae7a-98acf9e82d11,b42afae0-90f5-4d88-9c05-cf5f3c399998,DTDC,Delivered
662cd3f8-5089-4b57-bbdd-6619bd341310,b5e77129-9c94-4f21-9b5d-f1aa2e003a69,DTDC,Delivered
5c02ca4c-146a-484f-a9ad-bb22ea6626b5,22df44d5-73a2-4a6c-be5e-bb3e64b6535d,Delhivery,Delivered
81bba278-b2c8-485a-a5d4-e97f7c30f633,e9b9e5f7-06d6-42f6-9913-2ee40f8b8205,Shadowfax,Delivered
050fd716-8244-4d52-b735-368d9100eaad,e44811d5-571e-4fbe-864f-0868ee27fd75,,Delivered
94129647-dc6c-4a49-b38f-f7abfef20703,0f7885f5-7888-4565-b843-d3aff4a9efe1,Shadowfax,Pending
31dfd146-50b5-4197-8e8d-91e16abc8655,4003ca7e-3f5b-4c29-9b9e-667d20d21016,Shadowfax,Failed
6a06ebc4-5b4e-48f7-80bd-b5e05dadb01f,8d18d5b4-4de6-463d-a3e9-51b0b300e98e,DTDC,Delivered
725b4195-71c9-4cc2-b254-483fa62dedb7,424744b9-bb20-4383-93b3-ea62c34c4bfc,DTDC,Delivered
01549ae1-b524-4830-902c-b05251931002,9ac74ff4-5c8b-493e-ac65-d0cc3093eb22,Shadowfax,Delivered
ae713d4b-0356-4aa9-92f9-2db820abe454,1563aa0a-69b5-4144-a40d-84c8361ff499,BlueDart,Delivered
d9c1e207-c307-4e72-8112-aff872119592,9e6b4c56-76d3-40bc-930f-6d2cac08d092,,Pending
8541644e-3aa0-43e1-975a-ed6b7a0978d5,b8530ce6-8ae5-4f46-8944-b0476b64287b,DTDC,Delivered
30c253ae-08c2-453a-b9bf-ab3367283f85,c1f2e4a1-36f1-446f-9f23-f9127aa8431c,Shadowfax,Failed
7d8bf8a3-9b43-4fa2-aaa1-dbe95f9d6c76,cda8621b-24e0-4396-bb5d-30e787c95374,Delhivery,Delivered
163de0e1-7867-47a1-ad5f-60b918689095,54fdd1de-3fdc-42ab-9b09-21218bd1b039,Ekart,Delivered
c61c9f29-e07a-4b0f-8c20-1d54a00b9ee4,60bb2b08-16a3-44b0-80f1-837da92188f4,XpressBees,Delivered
6471013e-bae2-40da-917f-1259bd1032bb,65544e3c-7329-41f3-a813-5fcd8b1b2f5d,DTDC,Delivered
f64326dc-1095-4836-8e27-4919c5b0c5af,22e1bcea-cbb3-4dee-875a-95e5f1c99d57,Shadowfax,In Transit
4ca36a4a-46ed-4771-a96e-23d3d26502c0,9498fa92-fff5-4032-be9b-09209012601e,Shadowfax,Failed
f7c068e2-30cf-4804-98dc-85a9cdfa821d,2b105332-e86b-4025-89d0-4ad1c5d0e146,BlueDart,Out for Delivery
5a923128-2800-4c3f-9e38-17b88bfa2c72,b935b34a-c5e4-4208-9dae-da588f8abf2d,XpressBees,Delivered
3f4ac131-2f31-4acd-b06e-daa28f965559,81dea742-bd99-4b74-8612-4d84c7bb3ae1,XpressBees,Delivered
bf8c3a2e-d716-4359-9594-442533155100,5504b71d-8be2-4e8d-8930-ae1e489482ae,XpressBees,Failed
c2817c3d-950a-427e-b562-d025fafe846b,aab33172-9aa3-412c-aba4-031ea989b66f,Shadowfax,Delivered
f621eed9-a704-4912-9edf-c855164160de,390bc1ca-1008-46ae-8259-5d8ec4f4a59b,Delhivery,Pending
2660a966-fb19-4a6a-a85a-c7fe8d3f9149,c691acac-3b61-4437-8d8a-12050162ac48,Ekart,Delivered
35afede0-be2c-4b96-8c99-e7ada3614cab,3e7f72b9-7085-41cf-afd2-67e456f7303d,Shadowfax,Delivered
f84aad96-91ac-46ad-a663-fd2960979813,797a837f-db5d-489d-b998-f93565283926,DTDC,In Transit
0231a090-e5d3-4976-bf80-48780d64d920,9a2fbcb0-57a1-475e-af8b-a08e433964c2,Shadowfax,Failed
54ad8c87-8957-4d3d-80dc-88aae7de4fb2,2722e9b1-b2bd-4438-ad37-9b71e2f17e3d,BlueDart,Delivered
f810c40f-5b11-4295-94c6-701c901d9171,5fdc8f31-b91b-4b34-aef2-e117c5abb7b3,Shadowfax,Delivered
576d2eb2-87b0-4c35-add5-32cfbc62cb78,4c4cbd9d-7eb7-4265-bd10-c24854331a01,Shadowfax,Delivered
2075d925-a59a-4ba0-95a9-0da8788af76e,7196f689-a1b9-4a5e-9be3-9dd80545f9c6,BlueDart,Delivered
e2fd1430-fb91-4eb8-bb5c-26493eb0c988,0fa7b00f-cd33-41c9-aa6d-2b9a3a3b6e57,DTDC,Delivered
8df5da99-050c-4544-854a-79ba576fcaa0,c78c4009-7791-49ea-b30e-b9983b6f1738,Shadowfax,Delivered
a9d77bae-79df-4e7d-a62c-fd8571283802,f8c7c01d-7de0-4fed-b9e8-c289bc1f2d6b,DTDC,Failed
ce9bfb73-3791-48bf-b5a6-f4399cc63405,306a19ec-8a2c-45c6-88bc-449f58cd22d2,BlueDart,Delivered
7a3c0834-14d0-4161-801f-0c9b388a5eef,d0372213-ae18-4eb0-be0b-6c29a975f5fc,Delhivery,Failed
5dcb2fd3-d603-4735-9fe7-03dcd5afa28f,cf87bca1-d08b-4ab5-9747-730ee3b57602,XpressBees,Pending
b0c8f417-8e62-481c-8eee-1042a6afbdc6,9cddb7c5-4dc9-42f4-b8e6-63073fd73b17,Ekart,Delivered
2a817d4f-9af6-4443-bffa-8d859c6083ef,f8270d2e-59b3-4c0c-8bdf-90ee2e030e80,BlueDart,Delivered
e659122c-7f28-4a5a-8889-6a82a01b3167,8afaf61f-84db-4041-8ab5-d78c05569e40,Delhivery,Delivered
f65a5285-ca09-485a-a850-c0f6137a8494,6460492a-157b-4d16-bef6-c731a71c1185,DTDC,Delivered
8103a0d7-ceb9-45b8-9c47-6aafac8138a9,b97ce554-5540-4b6b-b0b4-279224bab06d,XpressBees,Delivered
b8c5ef25-4a87-4f17-bdf0-d67c8210e894,1147d9c9-c41c-4277-9703-a9d8a08295c7,BlueDart,Delivered
2bf0ea67-a598-426a-83e7-8092b3df7b27,2e5cb44e-5b5d-4b68-948f-f6e8878564f2,Shadowfax,Delivered
7c08d0e8-e771-4090-9681-7c8b49016d20,e5e9c68a-d9ad-41ad-aa61-395fd0769d4f,BlueDart,Pending
f0a07849-8f57-4b09-9598-662993c3d74c,26397473-2fc0-439e-9593-7b43f8cdc82c,,Out for Delivery
a4fc7191-cb00-439e-890a-d3bfe959d617,7c0c0bf6-c62b-41a9-b4ff-b8788714d935,Delhivery,Delivered
a21e91e6-59f4-48ad-97a1-cb17736e01fd,7008bf20-2dc8-472f-9a12-7876d7d5cd3d,Ekart,Pending
f95a3b6b-4029-4ec1-bf4b-aad1e100d4f3,a4ee7244-8566-4c53-95ac-aa1b0a0a7e23,Ekart,Delivered
d32c99db-d16d-448f-a3ea-297b3cd7b3be,db34c465-e3ff-43d5-88f0-5ffb1aef069f,,Out for Delivery
520b2e2b-8902-47ec-83e1-cf3a550dbfc0,8d7eacc1-46c1-4575-8ae5-0be6af36c282,DTDC,Delivered
6e8b4d1d-89c2-40be-a74d-4f2bc1821a15,02ddd79e-20b6-4a4b-bb45-9ed7ca17a361,Shadowfax,Failed
437c6acb-d99f-40b0-abf6-4cd5fb607b56,710e36e8-28ed-4d8d-98e0-767bafae9692,Ekart,Out for Delivery
930a8d0a-f434-4c96-97f6-dd1223a11e16,f44509f4-bc72-41aa-8c8c-afc408b142e0,XpressBees,Out for Delivery
0234205b-3d0b-4250-b975-6fac2ff53943,221ec453-eace-46b0-b5bb-f2e3cb1546cf,Shadowfax,Delivered
8c5adb0f-bc83-4f59-9c01-92e909ae71a9,a6ef3b2a-336f-4439-ab6b-04920501f409,,Out for Delivery
a6634d3c-6bfa-4688-912b-835e4379c770,c8649867-627d-4e76-a94f-2129182fded1,XpressBees,Delivered
54cb804f-37a5-4a36-a4c3-f73c3f00a126,82243157-beb8-4d3b-8346-abdffb5621f1,XpressBees,Delivered
a878baf6-1fb9-4758-9700-8f3b4dc51dc5,428fe721-886c-4e88-b3c5-04ed837e6e3d,Delhivery,Delivered
93c57b13-3bc5-401d-baba-1b1ae2458437,ORDER_ID_GHOST_69e64adb,Shadowfax,Pending
b8fd0451-55ed-4b15-a2a0-05971fec4c9e,c0ca74d2-29ca-4ba1-aff4-8c407fb8172f,DTDC,Delivered
659a5d96-d3d6-4cc6-b279-75ecc1eb4cd5,bfbd81de-d674-4151-af98-dfce1132997f,XpressBees,Delivered
1378d6d7-9ab7-43fa-9210-45a5fc7f84af,1190259b-f197-4759-aa53-7f4db950a469,XpressBees,Delivered
3c1793ac-a303-40c8-8f27-bf5eeda3b96a,1fe2479d-2c30-4bf3-964f-5d72c5dc9348,Shadowfax,Delivered
2efd7874-ba11-43c6-8593-9ed08e6bc308,fb91b82a-f0cd-4307-81c2-07085713b8df,XpressBees,Delivered
2a7123dc-35ab-4320-bc07-8f11cab44ba0,1bab3aa7-20b0-4585-a662-6b427c2975b6,Ekart,Delivered
f4b2b88d-454c-42b7-bec0-c2a075b2f8f7,b93e7dde-4b12-4e4c-bc82-f770959edf02,XpressBees,Pending
a44a0aca-b931-4d90-8990-5c083e916405,88876427-69fe-442a-9845-33255b52a920,DTDC,Failed
817d0dc2-819e-405a-a454-ae6b1de92ecc,6512c041-abe8-49d5-9b8c-d79e0638deea,Delhivery,Delivered
8f1f9f29-8a96-4faf-9624-9b1af651c936,e81d0452-b7a2-49b9-b83f-b21902eb31df,DTDC,Pending
abc6717b-9fc8-4a60-bcf5-5b845d2d7454,a3198c5c-fec5-4f67-80da-67ee4d906288,Delhivery,Delivered
495a959b-f416-4aa5-b4be-e7f259fb8b7e,21042c7d-ba19-4b5a-8604-226a3672f2c9,,Delivered
5cf59759-5f19-4e05-8d4d-c87a6c865df4,9fa45ccb-117f-4fe5-b008-470fb7c99d87,XpressBees,Delivered
3532528f-0bdc-4eb5-b2df-87fcea438139,a4b77460-d36a-4964-a429-918a82af1f9f,Delhivery,Delivered
b22ee366-a9b6-484d-84a0-02e6400d5770,31725d74-db5d-4b07-9977-4ebc2bbccf1f,Shadowfax,Delivered
2ddda49e-c60f-4278-9baa-e9eb6943401c,3cb2f15c-01ea-4af2-83d1-121210710918,XpressBees,Delivered
04cc0b73-fc39-4437-a6c5-c0c97e34191a,196276cb-d56c-4c2d-944c-0a29c40d842b,Shadowfax,In Transit
0bb05ab2-7a4a-47b5-a497-19d887f32fa7,c26564fd-0d50-4c61-a559-ff42301113c5,Delhivery,LOST_IN_SYSTEM
6e4f7f77-01dd-4ad3-b2ae-547ca17ed9ee,a8ecd556-10a1-4663-b010-61a5b5f6138c,,Delivered
73fb4534-6d3e-43f8-99cf-784aa38cb45b,69c032be-2547-4066-a778-1fa998dae3aa,BlueDart,Out for Delivery
0dd90053-6e77-4777-bc16-f14d139d7959,bcfad292-45e5-4d80-9d9c-59686c69d488,BlueDart,Delivered
679ac52e-d928-44f6-a9e7-b99ae8913ba5,98005f14-98d9-4121-8346-be97e63ba160,Delhivery,Delivered
5dfdde78-8265-4129-ad99-b4ddd437ef8e,52c3e268-359c-4aa4-b6e5-10519ee966e7,Shadowfax,Delivered
cd0e01d6-8fc1-4a9b-98e2-aeed72453798,add40762-37b2-4cef-8691-ea31e4b04ace,Shadowfax,Delivered
d378b5ed-5bdf-4aee-b4ee-b440de4ff5a7,804c987a-f28d-4e94-88ef-1393d7870643,DTDC,Failed
4af1167d-0d4e-4d13-b5a5-65343248ab1f,8ddde0ec-c8da-4a4d-b4c4-dee20d14276f,XpressBees,Delivered
b0539455-50fd-4d8a-bf56-00245f7dceb7,5cc30c15-4346-4714-9043-72608b1d738b,BlueDart,Delivered
f983d1dd-a0cb-4615-8b64-21f2377fb8da,8b0d08c8-c555-477b-99c6-f7c0d9d3993d,DTDC,Delivered
adfd17f6-8aed-4c40-a04d-6132661c54da,91a4e26a-876b-44e4-b737-c08114addbbc,DTDC,Pending
a05bfba0-dbd4-40f5-85ca-6630b6578599,7854f3ff-d36a-47d0-9a74-fa6d51b20141,Shadowfax,Delivered
3efb8863-db0b-4f58-a202-7d0b8eaf0ac6,b9c85497-f4ac-4cd3-954b-db55a7cea065,XpressBees,In Transit
5f6f7f12-5146-4f31-8012-c61d633acec9,4018b2ca-cea5-4b04-aeaf-7295b0247a48,,Delivered
b69b4d50-87f4-4df6-a378-e68a13530a5c,d1231020-836e-4d3f-95d8-444ddfe73462,Ekart,Delivered
3f920233-d7a8-4c45-b976-21327c9dbcb6,0706fdfa-088b-48b5-92c8-8620dd1daafa,,Pending
2d3fc24b-ba6d-4c71-9360-a691315ac878,07b88b23-c05a-46e0-8b81-08738f4c04cd,Shadowfax,Delivered
f23f032d-eb8d-4af4-9f5d-eaab1288649c,8d3c4ec6-6c4c-4016-a97a-fa666284e87a,,Failed
0faaa7fa-cf17-44ce-bcdc-adc4792e2484,5bf523a2-dc37-4f22-94cc-8cf923be2af3,Delhivery,Delivered
9993320c-3bfa-4733-aaeb-5aa07b7d511b,d399f695-7641-4241-a3a6-bb8d3649542b,DTDC,Delivered
51f83d5c-16ee-4e65-a42f-9ef9f99174c6,ca745a4b-bdbc-4699-b6b2-b1ad4fb1075f,Delhivery,Delivered
b57d795b-860d-431a-9924-d272d1114366,d999dcd0-04ad-4116-9058-2e846b87c392,XpressBees,Delivered
45ad931a-bd7a-452c-9168-e3e1ace33e69,1823adfd-d510-4f57-8909-91a3ccde0ad9,DTDC,Delivered
1536da44-b05a-443c-b307-616a51917c49,f9f74ee0-e196-447c-9593-4fc76f27d35d,Shadowfax,Delivered
49a082d9-edf3-49a2-8834-739488f514c8,a733759a-fb4f-48af-a078-1605362f5369,DTDC,Delivered
71a1b35c-7d73-47c4-b615-c015edc3d0d7,6226999c-47ef-482c-95f9-5c1522ec7098,Shadowfax,Delivered
4c3771b7-6f08-4f11-b6b4-60e7fc170226,330466ab-a1c0-4502-a040-f6d542b62142,,Delivered
0fa52b2a-f6a3-4cac-8bd4-283dc51d1536,c25db26a-696f-41ea-8069-b83bb201b7bd,XpressBees,Pending
6d125e31-72fa-4935-9384-a6045fbec17d,28501917-f017-43e0-9cdc-bbe533c700d0,DTDC,Delivered
